id,Series_reference,Period,Data_value,Status,Units,Magnitude,Subject,Periodicity,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
413,PTSA.SA01HS1PS,2019.09,86.2,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Proportion of transfers (where affiliation known)
513,PTSA.SA01HS1PS,2020.09,85.6,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Proportion of transfers (where affiliation known)
458,PTSA.SA01HS1PS,2021.09,86.5,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ citizen,Proportion of transfers (where affiliation known)
278,PTSA.SA01HS2ND,2016.12,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
292,PTSA.SA01HS2ND,2017.12,144,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
348,PTSA.SA01HS2ND,2018.12,174,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
47,PTSA.SA01HS2ND,2019.12,198,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
586,PTSA.SA01HS2ND,2020.12,192,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
901,PTSA.SA01HS2ND,2021.12,219,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
222,PTSA.SA01HS2NJ,2017.06,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
376,PTSA.SA01HS2NJ,2018.06,150,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
808,PTSA.SA01HS2NJ,2019.06,207,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
270,PTSA.SA01HS2NJ,2020.06,171,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
450,PTSA.SA01HS2NJ,2021.06,216,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
931,PTSA.SA01HS2NM,2017.03,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
579,PTSA.SA01HS2NM,2018.03,138,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
137,PTSA.SA01HS2NM,2019.03,180,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
839,PTSA.SA01HS2NM,2020.03,207,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
323,PTSA.SA01HS2NM,2021.03,204,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
920,PTSA.SA01HS2NM,2022.03,201,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
15,PTSA.SA01HS2NS,2016.09,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
31,PTSA.SA01HS2NS,2017.09,114,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
679,PTSA.SA01HS2NS,2018.09,156,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
92,PTSA.SA01HS2NS,2019.09,195,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
158,PTSA.SA01HS2NS,2020.09,186,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
507,PTSA.SA01HS2NS,2021.09,222,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
500,PTSA.SA01HS2PD,2016.12,,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
21,PTSA.SA01HS2PD,2017.12,2.6,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
505,PTSA.SA01HS2PD,2018.12,3.1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
584,PTSA.SA01HS2PD,2019.12,3.6,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
163,PTSA.SA01HS2PD,2020.12,3.3,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
622,PTSA.SA01HS2PD,2021.12,3.5,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
686,PTSA.SA01HS2PJ,2017.06,,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
803,PTSA.SA01HS2PJ,2018.06,2.7,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
527,PTSA.SA01HS2PJ,2019.06,3.7,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
74,PTSA.SA01HS2PJ,2020.06,3.3,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
303,PTSA.SA01HS2PJ,2021.06,3.1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
745,PTSA.SA01HS2PM,2017.03,,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
569,PTSA.SA01HS2PM,2018.03,2.4,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
706,PTSA.SA01HS2PM,2019.03,3.3,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
217,PTSA.SA01HS2PM,2020.03,3.6,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
234,PTSA.SA01HS2PM,2021.03,3.3,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
173,PTSA.SA01HS2PM,2022.03,3.4,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
464,PTSA.SA01HS2PS,2016.09,,C,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
319,PTSA.SA01HS2PS,2017.09,2.6,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
923,PTSA.SA01HS2PS,2018.09,2.8,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
662,PTSA.SA01HS2PS,2019.09,3.5,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
352,PTSA.SA01HS2PS,2020.09,3.5,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
654,PTSA.SA01HS2PS,2021.09,3.3,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
544,PTSA.SA01HS3ND,2016.12,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
671,PTSA.SA01HS3ND,2017.12,69,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
687,PTSA.SA01HS3ND,2018.12,42,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
18,PTSA.SA01HS3ND,2019.12,33,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
249,PTSA.SA01HS3ND,2020.12,48,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
435,PTSA.SA01HS3ND,2021.12,36,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
767,PTSA.SA01HS3NJ,2017.06,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
78,PTSA.SA01HS3NJ,2018.06,57,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
164,PTSA.SA01HS3NJ,2019.06,39,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
368,PTSA.SA01HS3NJ,2020.06,30,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
492,PTSA.SA01HS3NJ,2021.06,51,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
606,PTSA.SA01HS3NM,2017.03,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
257,PTSA.SA01HS3NM,2018.03,69,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
265,PTSA.SA01HS3NM,2019.03,39,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
663,PTSA.SA01HS3NM,2020.03,33,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
386,PTSA.SA01HS3NM,2021.03,54,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
258,PTSA.SA01HS3NM,2022.03,36,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
698,PTSA.SA01HS3NS,2016.09,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
589,PTSA.SA01HS3NS,2017.09,48,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
611,PTSA.SA01HS3NS,2018.09,54,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
30,PTSA.SA01HS3NS,2019.09,39,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
627,PTSA.SA01HS3NS,2020.09,33,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
131,PTSA.SA01HS3NS,2021.09,48,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Number of transfers
393,PTSA.SA01HS3PD,2016.12,,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Proportion of transfers (where affiliation known)
66,PTSA.SA01HS3PD,2017.12,1.2,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Proportion of transfers (where affiliation known)
975,PTSA.SA01HS3PD,2018.12,0.7,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Proportion of transfers (where affiliation known)
656,PTSA.SA01HS3PD,2019.12,0.6,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Proportion of transfers (where affiliation known)
541,PTSA.SA01HS3PD,2020.12,0.8,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Proportion of transfers (where affiliation known)
787,PTSA.SA01HS3PD,2021.12,0.6,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Proportion of transfers (where affiliation known)
806,PTSA.SA01HS3PJ,2017.06,,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Proportion of transfers (where affiliation known)
951,PTSA.SA01HS3PJ,2018.06,1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Proportion of transfers (where affiliation known)
763,PTSA.SA01HS3PJ,2019.06,0.7,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Proportion of transfers (where affiliation known)
796,PTSA.SA01HS3PJ,2020.06,0.6,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Proportion of transfers (where affiliation known)
145,PTSA.SA01HS3PJ,2021.06,0.7,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Proportion of transfers (where affiliation known)
172,PTSA.SA01HS3PM,2017.03,,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Proportion of transfers (where affiliation known)
983,PTSA.SA01HS3PM,2018.03,1.2,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Proportion of transfers (where affiliation known)
548,PTSA.SA01HS3PM,2019.03,0.7,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Proportion of transfers (where affiliation known)
590,PTSA.SA01HS3PM,2020.03,0.6,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Proportion of transfers (where affiliation known)
846,PTSA.SA01HS3PM,2021.03,0.9,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Proportion of transfers (where affiliation known)
667,PTSA.SA01HS3PM,2022.03,0.6,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Proportion of transfers (where affiliation known)
455,PTSA.SA01HS3PS,2016.09,,C,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Proportion of transfers (where affiliation known)
179,PTSA.SA01HS3PS,2017.09,1.1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Proportion of transfers (where affiliation known)
107,PTSA.SA01HS3PS,2018.09,1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Proportion of transfers (where affiliation known)
906,PTSA.SA01HS3PS,2019.09,0.7,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Proportion of transfers (where affiliation known)
297,PTSA.SA01HS3PS,2020.09,0.6,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Proportion of transfers (where affiliation known)
441,PTSA.SA01HS3PS,2021.09,0.7,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,No NZ citizens or resident visas,Proportion of transfers (where affiliation known)
408,PTSA.SA01HS4ND,2016.12,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Number of transfers
545,PTSA.SA01HS4ND,2017.12,579,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Number of transfers
419,PTSA.SA01HS4ND,2018.12,540,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Number of transfers
836,PTSA.SA01HS4ND,2019.12,543,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Number of transfers
748,PTSA.SA01HS4ND,2020.12,582,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Number of transfers
981,PTSA.SA01HS4ND,2021.12,618,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Number of transfers
833,PTSA.SA01HS4NJ,2017.06,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Number of transfers
1,PTSA.SA01HS4NJ,2018.06,564,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Number of transfers
633,PTSA.SA01HS4NJ,2019.06,531,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Number of transfers
77,PTSA.SA01HS4NJ,2020.06,522,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Number of transfers
730,PTSA.SA01HS4NJ,2021.06,666,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Number of transfers
25,PTSA.SA01HS4NM,2017.03,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Number of transfers
71,PTSA.SA01HS4NM,2018.03,567,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Number of transfers
356,PTSA.SA01HS4NM,2019.03,534,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Number of transfers
862,PTSA.SA01HS4NM,2020.03,564,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Number of transfers
373,PTSA.SA01HS4NM,2021.03,591,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Number of transfers
936,PTSA.SA01HS4NM,2022.03,588,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Number of transfers
440,PTSA.SA01HS4NS,2016.09,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Number of transfers
430,PTSA.SA01HS4NS,2017.09,462,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Number of transfers
486,PTSA.SA01HS4NS,2018.09,540,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Number of transfers
805,PTSA.SA01HS4NS,2019.09,522,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Number of transfers
879,PTSA.SA01HS4NS,2020.09,555,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Number of transfers
568,PTSA.SA01HS4NS,2021.09,648,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Number of transfers
29,PTSA.SA01HS4PD,2016.12,,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Proportion of transfers (where affiliation known)
439,PTSA.SA01HS4PD,2017.12,10.4,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Proportion of transfers (where affiliation known)
585,PTSA.SA01HS4PD,2018.12,9.5,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Proportion of transfers (where affiliation known)
118,PTSA.SA01HS4PD,2019.12,9.7,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Proportion of transfers (where affiliation known)
321,PTSA.SA01HS4PD,2020.12,9.9,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Proportion of transfers (where affiliation known)
518,PTSA.SA01HS4PD,2021.12,9.8,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Proportion of transfers (where affiliation known)
188,PTSA.SA01HS4PJ,2017.06,,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Proportion of transfers (where affiliation known)
24,PTSA.SA01HS4PJ,2018.06,10,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Proportion of transfers (where affiliation known)
649,PTSA.SA01HS4PJ,2019.06,9.6,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Proportion of transfers (where affiliation known)
402,PTSA.SA01HS4PJ,2020.06,10,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Proportion of transfers (where affiliation known)
998,PTSA.SA01HS4PJ,2021.06,9.6,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Proportion of transfers (where affiliation known)
22,PTSA.SA01HS4PM,2017.03,,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Proportion of transfers (where affiliation known)
647,PTSA.SA01HS4PM,2018.03,10,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Proportion of transfers (where affiliation known)
10,PTSA.SA01HS4PM,2019.03,9.6,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Proportion of transfers (where affiliation known)
800,PTSA.SA01HS4PM,2020.03,9.9,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Proportion of transfers (where affiliation known)
587,PTSA.SA01HS4PM,2021.03,9.4,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Proportion of transfers (where affiliation known)
559,PTSA.SA01HS4PM,2022.03,9.9,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Proportion of transfers (where affiliation known)
898,PTSA.SA01HS4PS,2016.09,,C,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Proportion of transfers (where affiliation known)
480,PTSA.SA01HS4PS,2017.09,10.7,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Proportion of transfers (where affiliation known)
360,PTSA.SA01HS4PS,2018.09,9.6,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Proportion of transfers (where affiliation known)
309,PTSA.SA01HS4PS,2019.09,9.5,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Proportion of transfers (where affiliation known)
711,PTSA.SA01HS4PS,2020.09,10.3,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Proportion of transfers (where affiliation known)
60,PTSA.SA01HS4PS,2021.09,9.5,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Corporate only,Proportion of transfers (where affiliation known)
264,PTSA.SA01HS5ND,2016.12,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total where affiliation known,Number of transfers
226,PTSA.SA01HS5ND,2017.12,5571,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total where affiliation known,Number of transfers
583,PTSA.SA01HS5ND,2018.12,5685,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total where affiliation known,Number of transfers
